CandidateName,AppliedRole,FunnelStage,StageOrder,Status,InterviewDate,Panelist,PanelistFatigueFlag,FeedbackText,RejectionReason,ResumeScore
Candidate 61,Software Engineer,Screening,1,Passed,2025-10-02,,No,,,9
Candidate 61,Software Engineer,Online Assessment,2,Passed,2025-10-06,,No,,,9
Candidate 61,Software Engineer,Technical Interview,3,Passed,2025-10-11,Panelist 6,No,Excellent domain knowledge in ML pipelines.,,9
Candidate 61,Software Engineer,Managerial Interview,4,Passed,2025-10-12,Panelist 1,No,"Great cultural fit, asked thoughtful questions.",,9
Candidate 61,Software Engineer,Offer,5,Passed,2025-10-18,,No,,,9
Candidate 61,Software Engineer,Offer,6,Accepted,2025-10-18,HR Team,No,Offer accepted.,,9
Candidate 62,Software Engineer,Screening,1,Passed,2025-09-25,,No,,,8
Candidate 62,Software Engineer,Online Assessment,2,Passed,2025-10-01,,No,,,8
Candidate 62,Software Engineer,Technical Interview,3,Passed,2025-10-04,Panelist 15,No,"Strong problem-solving, explained DP well.",,8
Candidate 62,Software Engineer,Managerial Interview,4,Passed,2025-10-08,Panelist 7,No,"Great cultural fit, asked thoughtful questions.",,8
Candidate 62,Software Engineer,Offer,5,Passed,2025-10-10,,No,,,8
Candidate 62,Software Engineer,Offer,6,Accepted,2025-10-10,HR Team,No,Offer accepted.,,8
Candidate 63,Software Engineer,Screening,1,Passed,2025-10-30,,No,,,6
Candidate 63,Software Engineer,Online Assessment,2,Passed,2025-11-05,,No,,,6
Candidate 63,Software Engineer,Technical Interview,3,Passed,2025-11-07,Panelist 16,No,Struggled with edge cases in coding round.,,6
Candidate 63,Software Engineer,Managerial Interview,4,Passed,2025-11-09,Panelist 18,No,"Great cultural fit, asked thoughtful questions.",,6
Candidate 63,Software Engineer,Offer,5,Passed,2025-11-10,,No,,,6
Candidate 63,Software Engineer,Offer,6,Rejected,2025-11-10,HR Team,No,Declined due to delays in process.,Delays in process,6
Candidate 64,Software Engineer,Screening,1,Passed,2025-10-07,,No,,,7
Candidate 64,Software Engineer,Online Assessment,2,Passed,2025-10-10,,No,,,7
Candidate 64,Software Engineer,Technical Interview,3,Rejected,2025-10-10,Panelist 17,No,Excellent domain knowledge in ML pipelines.,Poor skill match,7
Candidate 65,Software Engineer,Screening,1,Passed,2025-09-08,,No,,,3
Candidate 65,Software Engineer,Online Assessment,2,Passed,2025-09-13,,No,,,3
Candidate 65,Software Engineer,Technical Interview,3,Rejected,2025-09-13,Panelist 5,No,Needs improvement in code clarity.,No show/interview abandoned,3
Candidate 66,Software Engineer,Screening,1,Passed,2025-10-06,,No,,,6
Candidate 66,Software Engineer,Online Assessment,2,Passed,2025-10-10,,No,,,6
Candidate 66,Software Engineer,Technical Interview,3,Passed,2025-10-13,Panelist 7,No,Struggled with edge cases in coding round.,,6
Candidate 66,Software Engineer,Managerial Interview,4,Passed,2025-10-19,Panelist 22,No,"Great cultural fit, asked thoughtful questions.",,6
Candidate 66,Software Engineer,Offer,5,Passed,2025-10-21,,No,,,6
Candidate 66,Software Engineer,Offer,6,Accepted,2025-10-21,HR Team,No,Offer accepted.,,6
Candidate 67,Software Engineer,Screening,1,Passed,2025-10-24,,No,,,7
Candidate 67,Software Engineer,Online Assessment,2,Rejected,2025-10-24,,No,,Poor skill match,7
Candidate 68,Software Engineer,Screening,1,Passed,2025-10-26,,No,,,9
Candidate 68,Software Engineer,Online Assessment,2,Passed,2025-10-31,,No,,,9
Candidate 68,Software Engineer,Technical Interview,3,Rejected,2025-10-31,Panelist 3,No,Struggled with edge cases in coding round.,No show/interview abandoned,9
Candidate 69,Software Engineer,Screening,1,Passed,2025-09-11,,No,,,2
Candidate 69,Software Engineer,Online Assessment,2,Passed,2025-09-17,,No,,,2
Candidate 69,Software Engineer,Technical Interview,3,Passed,2025-09-19,Panelist 8,No,"Great cultural fit, asked thoughtful questions.",,2
Candidate 69,Software Engineer,Managerial Interview,4,Rejected,2025-09-19,Panelist 21,No,Needs improvement in time complexity.,Role withdrawn,2
Candidate 70,Software Engineer,Screening,1,Rejected,2025-09-06,,No,,Poor skill match,9
Candidate 71,Software Engineer,Screening,1,Rejected,2025-10-24,,No,,Role withdrawn,5
Candidate 72,Software Engineer,Screening,1,Passed,2025-10-15,,No,,,4
Candidate 72,Software Engineer,Online Assessment,2,Passed,2025-10-21,,No,,,4
Candidate 72,Software Engineer,Technical Interview,3,Passed,2025-10-24,Panelist 2,No,"Great cultural fit, asked thoughtful questions.",,4
Candidate 72,Software Engineer,Managerial Interview,4,Passed,2025-10-28,Panelist 24,No,"Great cultural fit, asked thoughtful questions.",,4
Candidate 72,Software Engineer,Offer,5,Passed,2025-10-30,,No,,,4
Candidate 72,Software Engineer,Offer,6,Accepted,2025-10-30,HR Team,No,Offer accepted.,,4
Candidate 73,Software Engineer,Screening,1,Passed,2025-09-27,,No,,,10
Candidate 73,Software Engineer,Online Assessment,2,Passed,2025-10-01,,No,,,10
Candidate 73,Software Engineer,Technical Interview,3,Passed,2025-10-03,Panelist 17,No,"Strong problem-solving, explained system design well.",,10
Candidate 73,Software Engineer,Managerial Interview,4,Passed,2025-10-07,Panelist 19,No,Struggled with edge cases in coding round.,,10
Candidate 73,Software Engineer,Offer,5,Passed,2025-10-10,,No,,,10
Candidate 73,Software Engineer,Offer,6,Accepted,2025-10-10,HR Team,No,Offer accepted.,,10
Candidate 74,Software Engineer,Screening,1,Passed,2025-10-25,,No,,,10
Candidate 74,Software Engineer,Online Assessment,2,Rejected,2025-10-25,,No,,No show/interview abandoned,10
Candidate 75,Software Engineer,Screening,1,Passed,2025-09-19,,No,,,8
Candidate 75,Software Engineer,Online Assessment,2,Passed,2025-09-22,,No,,,8
Candidate 75,Software Engineer,Technical Interview,3,Passed,2025-09-29,Panelist 25,No,"Strong problem-solving, explained system design well.",,8
Candidate 75,Software Engineer,Managerial Interview,4,Passed,2025-10-04,Panelist 16,No,"Great cultural fit, asked thoughtful questions.",,8
Candidate 75,Software Engineer,Offer,5,Passed,2025-10-07,,No,,,8
Candidate 75,Software Engineer,Offer,6,Accepted,2025-10-07,HR Team,No,Offer accepted.,,8
Candidate 76,Software Engineer,Screening,1,Passed,2025-11-09,,No,,,6
Candidate 76,Software Engineer,Online Assessment,2,Passed,2025-11-10,,No,,,6
Candidate 76,Software Engineer,Technical Interview,3,Passed,2025-11-17,Panelist 14,No,"Strong problem-solving, explained API design well.",,6
Candidate 76,Software Engineer,Managerial Interview,4,Passed,2025-11-24,Panelist 25,No,Struggled with edge cases in coding round.,,6
Candidate 76,Software Engineer,Offer,5,Passed,2025-11-30,,No,,,6
Candidate 76,Software Engineer,Offer,6,Accepted,2025-11-30,HR Team,No,Offer accepted.,,6
Candidate 77,Software Engineer,Screening,1,Passed,2025-10-28,,No,,,7
Candidate 77,Software Engineer,Online Assessment,2,Passed,2025-11-01,,No,,,7
Candidate 77,Software Engineer,Technical Interview,3,Passed,2025-11-05,Panelist 24,No,Excellent domain knowledge in ML pipelines.,,7
Candidate 77,Software Engineer,Managerial Interview,4,Passed,2025-11-11,Panelist 11,No,Excellent domain knowledge in ML pipelines.,,7
Candidate 77,Software Engineer,Offer,5,Passed,2025-11-16,,No,,,7
Candidate 77,Software Engineer,Offer,6,Accepted,2025-11-16,HR Team,No,Offer accepted.,,7
Candidate 78,Software Engineer,Screening,1,Passed,2025-10-12,,No,,,6
Candidate 78,Software Engineer,Online Assessment,2,Passed,2025-10-18,,No,,,6
Candidate 78,Software Engineer,Technical Interview,3,Passed,2025-10-22,Panelist 23,No,"Great cultural fit, asked thoughtful questions.",,6
Candidate 78,Software Engineer,Managerial Interview,4,Rejected,2025-10-22,Panelist 13,No,"Strong problem-solving, explained DP well.",Cultural misfit,6
Candidate 79,Software Engineer,Screening,1,Passed,2025-10-07,,No,,,10
Candidate 79,Software Engineer,Online Assessment,2,Passed,2025-10-09,,No,,,10
Candidate 79,Software Engineer,Technical Interview,3,Passed,2025-10-13,Panelist 8,No,Needs improvement in time complexity.,,10
Candidate 79,Software Engineer,Managerial Interview,4,Passed,2025-10-17,Panelist 4,No,Struggled with edge cases in coding round.,,10
Candidate 79,Software Engineer,Offer,5,Passed,2025-10-20,,No,,,10
Candidate 79,Software Engineer,Offer,6,Accepted,2025-10-20,HR Team,No,Offer accepted.,,10
Candidate 80,Software Engineer,Screening,1,Passed,2025-10-01,,No,,,6
Candidate 80,Software Engineer,Online Assessment,2,Passed,2025-10-08,,No,,,6
Candidate 80,Software Engineer,Technical Interview,3,Passed,2025-10-09,Panelist 6,No,Needs improvement in code clarity.,,6
Candidate 80,Software Engineer,Managerial Interview,4,Passed,2025-10-11,Panelist 1,No,Struggled with edge cases in coding round.,,6
Candidate 80,Software Engineer,Offer,5,Passed,2025-10-13,,No,,,6
Candidate 80,Software Engineer,Offer,6,Rejected,2025-10-13,HR Team,No,Declined due to delays in process.,Delays in process,6
Candidate 81,Software Engineer,Screening,1,Passed,2025-09-07,,No,,,5
Candidate 81,Software Engineer,Online Assessment,2,Passed,2025-09-12,,No,,,5
Candidate 81,Software Engineer,Technical Interview,3,Rejected,2025-09-12,Panelist 21,No,"Strong problem-solving, explained API design well.",Insufficient experience,5
Candidate 82,Software Engineer,Screening,1,Passed,2025-10-06,,No,,,7
Candidate 82,Software Engineer,Online Assessment,2,Passed,2025-10-09,,No,,,7
Candidate 82,Software Engineer,Technical Interview,3,Passed,2025-10-11,Panelist 19,No,Needs improvement in code clarity.,,7
Candidate 82,Software Engineer,Managerial Interview,4,Passed,2025-10-16,Panelist 13,No,"Strong problem-solving, explained API design well.",,7
Candidate 82,Software Engineer,Offer,5,Passed,2025-10-20,,No,,,7
Candidate 82,Software Engineer,Offer,6,Accepted,2025-10-20,HR Team,No,Offer accepted.,,7
Candidate 83,Software Engineer,Screening,1,Passed,2025-11-07,,No,,,4
Candidate 83,Software Engineer,Online Assessment,2,Passed,2025-11-14,,No,,,4
Candidate 83,Software Engineer,Technical Interview,3,Rejected,2025-11-14,Panelist 20,No,"Great cultural fit, asked thoughtful questions.",No show/interview abandoned,4
Candidate 84,Software Engineer,Screening,1,Passed,2025-09-24,,No,,,6
Candidate 84,Software Engineer,Online Assessment,2,Passed,2025-09-29,,No,,,6
Candidate 84,Software Engineer,Technical Interview,3,Passed,2025-10-04,Panelist 16,No,Needs improvement in code clarity.,,6
Candidate 84,Software Engineer,Managerial Interview,4,Passed,2025-10-05,Panelist 15,No,"Great cultural fit, asked thoughtful questions.",,6
Candidate 84,Software Engineer,Offer,5,Passed,2025-10-10,,No,,,6
Candidate 84,Software Engineer,Offer,6,Rejected,2025-10-10,HR Team,No,Declined due to compensation mismatch.,Compensation mismatch,6
Candidate 85,Software Engineer,Screening,1,Passed,2025-09-24,,No,,,9
Candidate 85,Software Engineer,Online Assessment,2,Passed,2025-09-28,,No,,,9
Candidate 85,Software Engineer,Technical Interview,3,Passed,2025-09-30,Panelist 15,No,Excellent domain knowledge in ML pipelines.,,9
Candidate 85,Software Engineer,Managerial Interview,4,Passed,2025-10-04,Panelist 18,No,"Strong problem-solving, explained DP well.",,9
Candidate 85,Software Engineer,Offer,5,Passed,2025-10-06,,No,,,9
Candidate 85,Software Engineer,Offer,6,Accepted,2025-10-06,HR Team,No,Offer accepted.,,9
Candidate 86,Software Engineer,Screening,1,Passed,2025-09-26,,No,,,7
Candidate 86,Software Engineer,Online Assessment,2,Passed,2025-10-01,,No,,,7
Candidate 86,Software Engineer,Technical Interview,3,Passed,2025-10-07,Panelist 25,No,"Strong problem-solving, explained DP well.",,7
Candidate 86,Software Engineer,Managerial Interview,4,Passed,2025-10-14,Panelist 23,No,Struggled with edge cases in coding round.,,7
Candidate 86,Software Engineer,Offer,5,Passed,2025-10-17,,No,,,7
Candidate 86,Software Engineer,Offer,6,Accepted,2025-10-17,HR Team,No,Offer accepted.,,7
Candidate 87,Software Engineer,Screening,1,Passed,2025-10-18,,No,,,3
Candidate 87,Software Engineer,Online Assessment,2,Passed,2025-10-21,,No,,,3
Candidate 87,Software Engineer,Technical Interview,3,Passed,2025-10-27,Panelist 2,No,Struggled with edge cases in coding round.,,3
Candidate 87,Software Engineer,Managerial Interview,4,Rejected,2025-10-27,Panelist 22,No,Struggled with edge cases in coding round.,No show/interview abandoned,3
Candidate 88,Software Engineer,Screening,1,Passed,2025-10-06,,No,,,10
Candidate 88,Software Engineer,Online Assessment,2,Rejected,2025-10-06,,No,,Cultural misfit,10
Candidate 89,Software Engineer,Screening,1,Passed,2025-10-01,,No,,,10
Candidate 89,Software Engineer,Online Assessment,2,Rejected,2025-10-01,,No,,Role withdrawn,10
Candidate 90,Software Engineer,Screening,1,Passed,2025-10-06,,No,,,8
Candidate 90,Software Engineer,Online Assessment,2,Passed,2025-10-13,,No,,,8
Candidate 90,Software Engineer,Technical Interview,3,Rejected,2025-10-13,Panelist 19,No,"Great cultural fit, asked thoughtful questions.",Insufficient experience,8
Candidate 91,Software Engineer,Screening,1,Passed,2025-09-30,,No,,,9
Candidate 91,Software Engineer,Online Assessment,2,Passed,2025-10-05,,No,,,9
Candidate 91,Software Engineer,Technical Interview,3,Passed,2025-10-12,Panelist 21,No,Struggled with edge cases in coding round.,,9
Candidate 91,Software Engineer,Managerial Interview,4,Rejected,2025-10-12,Panelist 11,No,Excellent domain knowledge in ML pipelines.,No show/interview abandoned,9
Candidate 92,Software Engineer,Screening,1,Passed,2025-10-12,,No,,,6
Candidate 92,Software Engineer,Online Assessment,2,Passed,2025-10-17,,No,,,6
Candidate 92,Software Engineer,Technical Interview,3,Passed,2025-10-19,Panelist 21,No,Struggled with edge cases in coding round.,,6
Candidate 92,Software Engineer,Managerial Interview,4,Passed,2025-10-26,Panelist 5,No,"Strong problem-solving, explained API design well.",,6
Candidate 92,Software Engineer,Offer,5,Passed,2025-10-30,,No,,,6
Candidate 92,Software Engineer,Offer,6,Accepted,2025-10-30,HR Team,No,Offer accepted.,,6
Candidate 93,Software Engineer,Screening,1,Rejected,2025-11-04,,No,,Role withdrawn,6
Candidate 94,Software Engineer,Screening,1,Passed,2025-11-06,,No,,,6
Candidate 94,Software Engineer,Online Assessment,2,Passed,2025-11-09,,No,,,6
Candidate 94,Software Engineer,Technical Interview,3,Rejected,2025-11-09,Panelist 18,No,Struggled with edge cases in coding round.,Insufficient experience,6
Candidate 95,Software Engineer,Screening,1,Passed,2025-10-19,,No,,,5
Candidate 95,Software Engineer,Online Assessment,2,Passed,2025-10-21,,No,,,5
Candidate 95,Software Engineer,Technical Interview,3,Passed,2025-10-25,Panelist 23,No,"Strong problem-solving, explained DP well.",,5
Candidate 95,Software Engineer,Managerial Interview,4,Passed,2025-11-01,Panelist 2,No,Struggled with edge cases in coding round.,,5
Candidate 95,Software Engineer,Offer,5,Passed,2025-11-02,,No,,,5
Candidate 95,Software Engineer,Offer,6,Accepted,2025-11-02,HR Team,No,Offer accepted.,,5
Candidate 96,Software Engineer,Screening,1,Rejected,2025-10-05,,No,,Code test failed,4
Candidate 97,Software Engineer,Screening,1,Passed,2025-09-10,,No,,,8
Candidate 97,Software Engineer,Online Assessment,2,Passed,2025-09-11,,No,,,8
Candidate 97,Software Engineer,Technical Interview,3,Passed,2025-09-18,Panelist 10,No,Excellent domain knowledge in ML pipelines.,,8
Candidate 97,Software Engineer,Managerial Interview,4,Rejected,2025-09-18,Panelist 23,No,"Strong problem-solving, explained system design well.",No show/interview abandoned,8
Candidate 98,Software Engineer,Screening,1,Passed,2025-10-16,,No,,,4
Candidate 98,Software Engineer,Online Assessment,2,Passed,2025-10-20,,No,,,4
Candidate 98,Software Engineer,Technical Interview,3,Passed,2025-10-21,Panelist 14,No,Excellent domain knowledge in ML pipelines.,,4
Candidate 98,Software Engineer,Managerial Interview,4,Rejected,2025-10-21,Panelist 9,No,Struggled with edge cases in coding round.,Code test failed,4
Candidate 99,Software Engineer,Screening,1,Passed,2025-09-17,,No,,,10
Candidate 99,Software Engineer,Online Assessment,2,Passed,2025-09-18,,No,,,10
Candidate 99,Software Engineer,Technical Interview,3,Passed,2025-09-24,Panelist 12,No,"Strong problem-solving, explained system design well.",,10
Candidate 99,Software Engineer,Managerial Interview,4,Passed,2025-09-27,Panelist 18,No,Needs improvement in time complexity.,,10
Candidate 99,Software Engineer,Offer,5,Passed,2025-09-29,,No,,,10
Candidate 99,Software Engineer,Offer,6,Accepted,2025-09-29,HR Team,No,Offer accepted.,,10
Candidate 100,Software Engineer,Screening,1,Passed,2025-11-03,,No,,,6
Candidate 100,Software Engineer,Online Assessment,2,Passed,2025-11-08,,No,,,6
Candidate 100,Software Engineer,Technical Interview,3,Passed,2025-11-12,Panelist 7,No,"Great cultural fit, asked thoughtful questions.",,6
Candidate 100,Software Engineer,Managerial Interview,4,Passed,2025-11-14,Panelist 11,No,Needs improvement in time complexity.,,6
Candidate 100,Software Engineer,Offer,5,Passed,2025-11-18,,No,,,6
Candidate 100,Software Engineer,Offer,6,Rejected,2025-11-18,HR Team,No,Declined due to delays in process.,Delays in process,6
Candidate 101,Software Engineer,Screening,1,Passed,2025-10-23,,No,,,9
Candidate 101,Software Engineer,Online Assessment,2,Passed,2025-10-29,,No,,,9
Candidate 101,Software Engineer,Technical Interview,3,Passed,2025-10-30,Panelist 25,No,Needs improvement in time complexity.,,9
Candidate 101,Software Engineer,Managerial Interview,4,Passed,2025-11-03,Panelist 14,No,"Great cultural fit, asked thoughtful questions.",,9
Candidate 101,Software Engineer,Offer,5,Passed,2025-11-07,,No,,,9
Candidate 101,Software Engineer,Offer,6,Accepted,2025-11-07,HR Team,No,Offer accepted.,,9
Candidate 102,Software Engineer,Screening,1,Passed,2025-10-27,,No,,,6
Candidate 102,Software Engineer,Online Assessment,2,Passed,2025-11-01,,No,,,6
Candidate 102,Software Engineer,Technical Interview,3,Rejected,2025-11-01,Panelist 21,No,"Great cultural fit, asked thoughtful questions.",Role withdrawn,6
